# CUDA Version: 12.4

Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2874, val loss 4.2823
iter 0: loss 4.2653, time 37404.77ms, mfu -100.00%
iter 10: loss 3.2457, time 33.56ms, mfu 11.10%
iter 20: loss 2.7916, time 33.68ms, mfu 11.10%
iter 30: loss 2.6355, time 37.35ms, mfu 10.99%
iter 40: loss 2.5778, time 32.99ms, mfu 11.02%
iter 50: loss 2.5274, time 33.45ms, mfu 11.03%
iter 60: loss 2.5196, time 53.42ms, mfu 10.62%
iter 70: loss 2.4952, time 33.24ms, mfu 10.68%
iter 80: loss 2.4979, time 32.66ms, mfu 10.76%
iter 90: loss 2.4699, time 34.63ms, mfu 10.76%
iter 100: loss 2.4593, time 33.45ms, mfu 10.79%
iter 110: loss 2.4620, time 33.45ms, mfu 10.83%
iter 120: loss 2.4275, time 33.58ms, mfu 10.86%
iter 130: loss 2.4136, time 33.39ms, mfu 10.89%
iter 140: loss 2.4073, time 72.84ms, mfu 10.31%
iter 150: loss 2.4173, time 33.79ms, mfu 10.38%
iter 160: loss 2.3725, time 33.07ms, mfu 10.47%
iter 170: loss 2.3560, time 34.71ms, mfu 10.50%
iter 180: loss 2.3143, time 33.58ms, mfu 10.56%
iter 190: loss 2.2605, time 33.64ms, mfu 10.61%
iter 200: loss 2.2135, time 33.87ms, mfu 10.65%
iter 210: loss 2.1452, time 33.44ms, mfu 10.70%
iter 220: loss 2.1482, time 67.43ms, mfu 10.18%
iter 230: loss 2.0694, time 33.51ms, mfu 10.27%
iter 240: loss 2.0802, time 33.66ms, mfu 10.35%
step 250: train loss 1.9696, val loss 2.0658
saving checkpoint to out-shakespeare-char
iter 250: loss 2.0331, time 7704.40ms, mfu 9.32%
iter 260: loss 1.9803, time 34.12ms, mfu 9.48%
iter 270: loss 1.9850, time 33.51ms, mfu 9.65%
iter 280: loss 1.9808, time 37.84ms, mfu 9.67%
iter 290: loss 1.9191, time 33.27ms, mfu 9.82%
iter 300: loss 1.9019, time 33.42ms, mfu 9.95%
iter 310: loss 1.8705, time 57.67ms, mfu 9.60%
iter 320: loss 1.8500, time 33.60ms, mfu 9.75%
iter 330: loss 1.8264, time 33.11ms, mfu 9.90%
iter 340: loss 1.7956, time 34.23ms, mfu 10.00%
iter 350: loss 1.8272, time 34.23ms, mfu 10.09%
iter 360: loss 1.7762, time 33.78ms, mfu 10.18%
iter 370: loss 1.7481, time 33.76ms, mfu 10.27%
iter 380: loss 1.7314, time 34.21ms, mfu 10.33%
iter 390: loss 1.7326, time 67.36ms, mfu 9.85%
iter 400: loss 1.7635, time 33.84ms, mfu 9.97%
iter 410: loss 1.7012, time 33.47ms, mfu 10.08%
iter 420: loss 1.7222, time 35.17ms, mfu 10.14%
iter 430: loss 1.6941, time 33.22ms, mfu 10.24%
iter 440: loss 1.6489, time 33.47ms, mfu 10.33%
iter 450: loss 1.6519, time 34.21ms, mfu 10.39%
iter 460: loss 1.5967, time 33.46ms, mfu 10.46%
iter 470: loss 1.6451, time 33.80ms, mfu 10.52%
iter 480: loss 1.6226, time 33.87ms, mfu 10.57%
iter 490: loss 1.5989, time 34.14ms, mfu 10.60%
step 500: train loss 1.5208, val loss 1.7130
saving checkpoint to out-shakespeare-char
iter 500: loss 1.6016, time 8609.88ms, mfu 9.55%
iter 510: loss 1.6074, time 33.57ms, mfu 9.70%
iter 520: loss 1.5843, time 33.76ms, mfu 9.84%
iter 530: loss 1.5624, time 71.22ms, mfu 9.37%
iter 540: loss 1.6181, time 33.38ms, mfu 9.55%
iter 550: loss 1.5581, time 33.27ms, mfu 9.72%
iter 560: loss 1.5666, time 35.23ms, mfu 9.80%
iter 570: loss 1.5668, time 33.66ms, mfu 9.93%
iter 580: loss 1.5304, time 33.37ms, mfu 10.05%
iter 590: loss 1.4921, time 33.79ms, mfu 10.15%
iter 600: loss 1.5137, time 33.90ms, mfu 10.24%
iter 610: loss 1.5484, time 67.43ms, mfu 9.76%
iter 620: loss 1.5364, time 33.60ms, mfu 9.90%
iter 630: loss 1.5073, time 33.56ms, mfu 10.02%
iter 640: loss 1.4677, time 35.30ms, mfu 10.07%
iter 650: loss 1.5008, time 33.45ms, mfu 10.18%
iter 660: loss 1.5070, time 33.54ms, mfu 10.27%
iter 670: loss 1.4432, time 34.04ms, mfu 10.34%
iter 680: loss 1.5104, time 33.34ms, mfu 10.42%
iter 690: loss 1.4646, time 33.28ms, mfu 10.50%
iter 700: loss 1.4837, time 33.40ms, mfu 10.57%
iter 710: loss 1.4546, time 33.55ms, mfu 10.62%
iter 720: loss 1.4439, time 57.65ms, mfu 10.20%
iter 730: loss 1.4232, time 33.86ms, mfu 10.28%
iter 740: loss 1.4264, time 32.73ms, mfu 10.39%
step 750: train loss 1.3608, val loss 1.5791
saving checkpoint to out-shakespeare-char
iter 750: loss 1.4319, time 8567.89ms, mfu 9.36%
iter 760: loss 1.4472, time 33.43ms, mfu 9.54%
iter 770: loss 1.4237, time 33.50ms, mfu 9.70%
iter 780: loss 1.4215, time 55.98ms, mfu 9.39%
iter 790: loss 1.4194, time 33.67ms, mfu 9.56%
iter 800: loss 1.4321, time 32.74ms, mfu 9.74%
iter 810: loss 1.4067, time 35.35ms, mfu 9.82%
iter 820: loss 1.4017, time 33.38ms, mfu 9.96%
